758,妹
759,照
760,崇
761,吉
762,严
763,希
764,著
765,盛
766,象
767,条
768,厚
769,丹
770,丙
771,隆
772,养
773,哉
774,丈
775,废
776,宰
777,期
778,刀
779,闲
780,考
781,阁
782,鼓
783,戊
784,富
785,宿
786,纪
787,造
788,算
789,敌
790,试
791,歌
792,器
793,鲁
794,铁
795,蒙
796,围
797,雄
798,鬼
799,决
800,调
801,掌
802,班
803,驾
804,奴
805,爵
806,馀
807,务
808,秀
809,柳
810,虚
811,识
812,丧
813,贞
814,兰
815,诛
816,荣
817,沙
818,寅
819,累
820,完
821,树
822,端
823,典
824,癸
825,盗
826,俊
827,获
828,巳
829,阵
830,博
831,诚
832,末
833,假
834,系
835,形
836,载
837,继
838,冬
839,扬
840,显
841,寇
842,场
843,唬
844,斗
845,雪
846,施
847,悉
848,感
849,赠
850,劳
851,酉
852,卯
853,讲
854,番
855,移
856,藏
857,遗
858,劝
859,赤
860,具
861,嗣
862,朕
863,陆
864,谏
865,忧
866,种
867,奸
868,存
869,晓
870,饭
871,缘
872,策
873,男
874,补
875,机
876,充
877,护
878,黑
879,紫
880,案
881,恭
882,索
883,现
884,冠
885,泰
886,画
887,贡
888,萧
889,屯
890,术
891,亥
892,芳
893,勿
894,乞
895,佛
896,杜
897,洪
898,单
899,袭
900,赶
901,减
902,积
903,咸
904,件
905,妖
906,薄
907,岳
908,药
909,谕
910,切
911,伐
912,叹
913,刚
914,状
915,允
916,园
917,惠
918,戌
919,争
920,朱
921,办
922,松
923,尺
924,旁
925,邑
926,寒
927,读
928,颜
929,吕
930,荆
931,印
932,钟
933,赴
934,范
935,律
936,狱
937,静
938,邪
939,防
940,庶
941,睡
942,雷
943,恨
944,认
945,词
946,投
947,赞
948,况
949,财
950,野
951,逃
952,旗
953,拔
954,惧
955,席
956,辅
957,市
958,孟
959,茶
960,奶
961,怨
962,冲
963,屋
964,脱
965,背
966,买
967,费
968,宾
969,孤
970,洛
971,渐
972,党
973,判
974,夷
975,亮
976,童
977,附
978,负
979,乌
980,梅
981,役
982,辽
983,粮
984,托
985,俗
986,撰
987,赋
988,贺
989,勇
990,量
991,祀
992,穿
993,迹
994,笔
995,敕
996,检
997,幽
998,跟
999,脚
1000,专
